key_resp.keys,key_resp.rt,key_resp_16.keys,key_resp_16.rt,key_resp_14.keys,key_resp_14.rt,key_resp_15.keys,key_resp_15.rt,key_resp_17.keys,key_resp_17.rt,key_resp_9.keys,key_resp_9.rt,key_resp_10.keys,key_resp_10.rt,Flower1,Ecc,Flower_2,similarity,response_time,mouse_5.x,mouse_5.y,mouse_5.leftButton,mouse_5.midButton,mouse_5.rightButton,mouse_5.clicked_name,mouse_10.x,mouse_10.y,mouse_10.leftButton,mouse_10.midButton,mouse_10.rightButton,mouse_10.clicked_name,mouse_7.x,mouse_7.y,mouse_7.leftButton,mouse_7.midButton,mouse_7.rightButton,catchnumberprac,mouse_6.x,mouse_6.y,mouse_6.leftButton,mouse_6.midButton,mouse_6.rightButton,duringprac.thisRepN,duringprac.thisTrialN,duringprac.thisN,duringprac.thisIndex,duringprac.ran,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,mouse_7.clicked_name,mouse_6.clicked_name,key_resp_22.keys,key_resp_22.rt,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.clicked_name,Flower2,trialnumber,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.clicked_name,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,catchresponse,catchnumber,catchtrialorder,mouse_11.x,mouse_11.y,mouse_11.leftButton,mouse_11.midButton,mouse_11.rightButton,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,mouse_3.clicked_name,mouse_11.clicked_name,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,answer1,rt1,answer2,rt2,answer3,rt3,answer4,rt4,answer5,rt5,answer6,rt6,answer8,rt8,answer7,rt7
,,,,,,,,,,,,,,6,FF,,0,0.8162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-42,127,1,0,0,response7disk,4,66,-9,-6,1,0,0,rectangle,-9,-6,1,0,0,1,1,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-9,-6,1,0,0,0,16,16,23,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,FF,,5,1.0658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,93,-43,1,0,0,response3disk,5,67,13,-2,1,0,0,rectangle,13,-2,1,0,0,1,3,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",13,-2,1,0,0,0,17,17,47,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,FF,,0,1.9597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-78,120,1,0,0,response7disk,1,68,-31,3,1,0,0,rectangle,-31,3,1,0,0,1,5,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-31,3,1,0,0,0,18,18,0,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,FF,,7,0.9839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,56,134,1,0,0,response1disk,4,69,-4,10,1,0,0,rectangle,-4,10,1,0,0,1,1,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-4,10,1,0,0,0,19,19,37,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,FF,,0,0.7666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-70,131,1,0,0,response7disk,5,70,-15,0,1,0,0,rectangle,-15,0,1,0,0,1,0,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-15,0,1,0,0,0,20,20,2,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,FF,,1,2.0194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-130,64,1,0,0,response7disk,4,71,-21,9,1,0,0,rectangle,-21,9,1,0,0,1,0,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-21,9,1,0,0,0,21,21,26,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,FF,,7,0.8004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,68,157,1,0,0,response1disk,7,72,2,-2,1,0,0,rectangle,2,-2,1,0,0,1,4,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",2,-2,1,0,0,0,22,22,29,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,FF,,1,2.2204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-125,56,1,0,0,response7disk,2,73,-12,6,1,0,0,rectangle,-12,6,1,0,0,1,6,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-12,6,1,0,0,0,23,23,31,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,FF,,7,0.6827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,40,149,1,0,0,response1disk,2,74,21,3,1,0,0,rectangle,21,3,1,0,0,1,2,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",21,3,1,0,0,0,24,24,44,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5,FF,,6,2.1226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,127,42,1,0,0,response1disk,7,75,-39,13,1,0,0,rectangle,-39,13,1,0,0,1,0,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-39,13,1,0,0,0,25,25,8,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,FF,,0,0.7998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-43,125,1,0,0,response7disk,6,76,-6,2,1,0,0,rectangle,-6,2,1,0,0,1,7,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-6,2,1,0,0,0,26,26,13,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,FF,,1,1.2327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-117,49,1,0,0,response7disk,4,77,-23,-4,1,0,0,rectangle,-23,-4,1,0,0,1,6,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-23,-4,1,0,0,0,27,27,27,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5,FF,,1,1.7147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-120,43,1,0,0,response7disk,6,78,-13,13,1,0,0,rectangle,-13,13,1,0,0,1,7,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-13,13,1,0,0,0,28,28,17,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,FF,,5,1.1646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,95,-46,1,0,0,response3disk,7,79,6,-18,1,0,0,rectangle,6,-18,1,0,0,1,0,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",6,-18,1,0,0,0,29,29,16,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,FF,,6,2.0985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,135,55,1,0,0,response1disk,3,80,-28,8,1,0,0,rectangle,-28,8,1,0,0,1,1,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-28,8,1,0,0,0,30,30,36,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7,FF,,2,1.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-124,-63,1,0,0,response5disk,4,81,-19,-10,1,0,0,rectangle,-19,-10,1,0,0,1,4,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-19,-10,1,0,0,0,31,31,48,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5,FF,,6,0.8485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,114,39,1,0,0,response1disk,3,82,15,-8,1,0,0,rectangle,15,-8,1,0,0,1,6,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",15,-8,1,0,0,0,32,32,24,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,FF,,1,2.5642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-124,33,1,0,0,response7disk,6,83,-6,3,1,0,0,rectangle,-6,3,1,0,0,1,0,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-6,3,1,0,0,0,33,33,20,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6,FF,,7,0.7139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,45,128,1,0,0,response1disk,6,84,3,6,1,0,0,rectangle,3,6,1,0,0,1,0,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",3,6,1,0,0,0,34,34,46,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,2,FF,,1,8.1239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-124,56,1,0,0,response7disk,1,85,-10,4,1,0,0,rectangle,-112,-51,1,0,0,1,2,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-12,1,1,0,0,0,35,35,42,1,response5disk_3,rectangle,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,FF,,1,1.0153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-122,58,1,0,0,response7disk,2,86,-33,4,1,0,0,rectangle,-33,4,1,0,0,1,0,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-33,4,1,0,0,0,36,36,33,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7,FF,,4,1.3148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,44,-101,1,0,0,response3disk,2,87,6,-13,1,0,0,rectangle,6,-13,1,0,0,1,4,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",6,-13,1,0,0,0,37,37,12,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6,FF,,4,1.9684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,50,-113,1,0,0,response3disk,1,88,-1,-5,1,0,0,rectangle,-1,-5,1,0,0,1,2,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-1,-5,1,0,0,0,38,38,39,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1,FF,,1,2.7706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-115,42,1,0,0,response7disk,7,89,-14,-2,1,0,0,rectangle,-14,-2,1,0,0,1,0,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-14,-2,1,0,0,0,39,39,43,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5,FF,,7,0.8329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,43,142,1,0,0,response1disk,5,90,14,10,1,0,0,rectangle,14,10,1,0,0,1,3,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",14,10,1,0,0,0,40,40,22,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6,FF,,2,2.0497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-132,-51,1,0,0,response5disk,7,91,-30,-3,1,0,0,rectangle,-30,-3,1,0,0,1,6,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-30,-3,1,0,0,0,41,41,32,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,FF,,3,1.9315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-47,-115,1,0,0,response5disk,3,92,36,-2,1,0,0,rectangle,36,-2,1,0,0,1,4,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",36,-2,1,0,0,0,42,42,34,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,3,FF,,0,0.9167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-93,137,1,0,0,response7disk,1,93,-8,-4,1,0,0,rectangle,-8,-4,1,0,0,1,0,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-8,-4,1,0,0,0,43,43,6,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,7,FF,,0,0.7494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-74,147,1,0,0,response7disk,1,94,-11,8,1,0,0,rectangle,-11,8,1,0,0,1,2,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-11,8,1,0,0,0,44,44,4,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,4,FF,,0,0.7365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-73,134,1,0,0,response7disk,6,95,-14,5,1,0,0,rectangle,-14,5,1,0,0,1,5,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-14,5,1,0,0,0,45,45,25,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5,FF,,5,1.4185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,94,-51,1,0,0,response3disk,2,96,-2,-2,1,0,0,rectangle,-2,-2,1,0,0,1,7,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-2,-2,1,0,0,0,46,46,28,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,6,FF,,0,0.9681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-69,140,1,0,0,response7disk,3,97,-9,11,1,0,0,rectangle,-9,11,1,0,0,1,0,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-9,11,1,0,0,0,47,47,10,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,5,FF,,0,0.9185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,-52,109,1,0,0,response7disk,4,98,-14,8,1,0,0,rectangle,-14,8,1,0,0,1,2,"[85,154,171,203,219,0,51,40,15,152,20,132,122,304,261,41,6,146,137,43]",-14,8,1,0,0,0,48,48,5,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60cc4e2f49b28d1b1fb0076a,60cc911c317f62aa9aa2f91b,2021-06-18_13h27.19.570,FlowerSimilarity_Experiment,2021.1.2,Win32,60.10699044,60cc862d586bafd4cd2fa98a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n,14.8889,y,14.9016,n,6.5929,similar colours,25.8264,3,11.4719,1,5.96,never,10.623,thanks,24.9936
